Season,TeamID,ScoreAvg,AstAvg,TOAvg,StlAvg,BlkAvg,ORbAvg,DRbAvg,PFAvg,FGPAvg,3PPAvg,FTPAvg
2003,1102,55.299999999999997,10.5,11.300000000000001,6.0,1.2,3.7999999999999998,15.199999999999999,19.699999999999999,48.081019292361646,31.993195449774383,70.659055727554147
2003,1103,74.200000000000003,15.6,14.199999999999999,7.0,2.8999999999999999,9.0,19.800000000000001,17.300000000000001,50.456993114864176,33.842496084625012,73.524347112070913
2003,1104,70.900000000000006,11.0,13.0,6.0999999999999996,3.2999999999999998,13.300000000000001,22.100000000000001,19.0,43.67888590046477,33.670106177829275,72.994155306512283
2003,1105,77.299999999999997,16.699999999999999,16.199999999999999,9.1999999999999993,2.2999999999999998,13.4,23.800000000000001,19.800000000000001,41.184162994713333,41.763482526413569,66.037763531184154
2003,1106,62.799999999999997,10.800000000000001,17.300000000000001,7.5,3.2999999999999998,10.800000000000001,24.199999999999999,18.199999999999999,42.608125916522013,31.438958470150435,67.760889909883744
2003,1107,65.799999999999997,11.4,11.199999999999999,5.9000000000000004,2.2999999999999998,6.7000000000000002,21.300000000000001,16.100000000000001,42.22436689529264,34.519952892264108,73.909046509046519
2003,1108,68.0,13.199999999999999,14.199999999999999,8.0999999999999996,3.2999999999999998,10.699999999999999,23.600000000000001,19.699999999999999,43.680691308645166,28.876372419850696,66.386111048792799
2003,1110,69.400000000000006,14.9,10.1,6.7999999999999998,0.90000000000000002,8.8000000000000007,22.399999999999999,18.399999999999999,45.097394814219513,40.765375928419402,69.856060606060595
2003,1111,81.0,13.4,15.199999999999999,9.3000000000000007,4.4000000000000004,14.800000000000001,24.100000000000001,20.699999999999999,41.460822102154971,32.798809523809524,72.082865652007015
2003,1112,85.599999999999994,17.699999999999999,13.6,7.7999999999999998,4.7000000000000002,13.5,27.600000000000001,19.100000000000001,46.755540279944114,33.964866051822568,74.79256330481374
2003,1113,82.700000000000003,17.399999999999999,13.0,5.5,3.1000000000000001,13.5,21.300000000000001,20.0,50.15510469063846,35.689393939393952,70.549041107935167
2003,1114,68.700000000000003,10.800000000000001,15.199999999999999,5.4000000000000004,2.5,10.300000000000001,21.199999999999999,22.0,44.082771212848641,38.179664155163231,75.48224169403332
2003,1115,59.899999999999999,10.0,18.199999999999999,7.7000000000000002,3.2999999999999998,10.199999999999999,22.600000000000001,20.100000000000001,38.982892101732297,26.687091503267975,64.022616694899313
2003,1116,56.399999999999999,8.9000000000000004,14.199999999999999,6.5999999999999996,3.1000000000000001,13.9,21.899999999999999,20.699999999999999,37.208032295253403,30.889597731703002,56.60505988679364
2003,1117,73.400000000000006,12.300000000000001,13.4,5.7000000000000002,2.0,10.199999999999999,21.5,22.600000000000001,46.102469360077869,42.668534973798124,70.009210116795245
2003,1119,51.200000000000003,12.0,15.6,5.5,1.6000000000000001,7.7000000000000002,20.0,18.100000000000001,41.408265232466213,34.125044889750775,60.083738973444852
2003,1120,62.100000000000001,11.300000000000001,13.9,7.2000000000000002,4.0999999999999996,11.699999999999999,18.699999999999999,15.800000000000001,41.69850200592726,35.065212565212569,60.952751215428691
2003,1122,69.900000000000006,13.1,13.1,6.2999999999999998,3.3999999999999999,11.4,25.600000000000001,18.0,45.183591540275145,35.546946112621171,66.424158687316577
2003,1123,79.099999999999994,11.699999999999999,11.9,6.5,2.0,12.699999999999999,20.100000000000001,23.899999999999999,43.904702534521547,40.348901098901095,74.34463237911514
2003,1124,64.0,13.5,13.1,6.7999999999999998,2.3999999999999999,10.9,23.300000000000001,15.0,38.856848661598654,31.155693125218097,61.711140442537875
2003,1125,74.400000000000006,16.300000000000001,16.0,9.9000000000000004,1.8,11.300000000000001,22.0,17.800000000000001,48.948036654562813,36.851680177429422,70.038267331223977
2003,1126,69.0,11.0,15.5,9.1999999999999993,2.2999999999999998,12.300000000000001,21.699999999999999,20.800000000000001,42.199084751332165,33.056372549019606,68.455784813065407
2003,1127,63.899999999999999,12.300000000000001,13.199999999999999,5.9000000000000004,7.2999999999999998,9.0999999999999996,23.800000000000001,17.100000000000001,42.129532402344672,32.641759738428888,65.17139997944949
2003,1128,67.599999999999994,13.0,15.6,7.5999999999999996,4.0,8.8000000000000007,21.100000000000001,17.600000000000001,44.954916802092882,34.973614415529582,74.321755725493375
2003,1129,62.200000000000003,11.300000000000001,13.6,6.2000000000000002,3.0,11.4,21.199999999999999,19.199999999999999,40.63886055831496,30.888217617622651,66.477022487316603
2003,1130,74.400000000000006,14.5,13.5,5.7000000000000002,2.3999999999999999,14.300000000000001,19.199999999999999,18.300000000000001,43.213989039417747,34.666771094402669,74.479025678622435
2003,1131,68.799999999999997,13.300000000000001,11.5,5.7000000000000002,4.2999999999999998,9.5,23.300000000000001,21.100000000000001,44.0619323684965,36.186529157117398,71.054010025062652
2003,1132,67.099999999999994,12.6,18.5,7.5999999999999996,2.5,8.5,22.5,23.600000000000001,44.886073827723777,37.509012567651006,74.951166957122453
2003,1133,70.5,11.800000000000001,12.300000000000001,7.5,1.2,11.5,22.0,19.199999999999999,42.775237190713405,33.451287842592194,74.058063352418188
2003,1135,77.599999999999994,16.0,14.5,7.2000000000000002,3.7000000000000002,9.0,25.100000000000001,16.100000000000001,49.089749011512495,44.29369417991709,73.607075483046373
2003,1137,54.799999999999997,11.5,14.800000000000001,5.2000000000000002,2.7000000000000002,9.5,21.100000000000001,18.300000000000001,39.070194909219666,33.78354540196645,61.603223598284934
2003,1138,63.399999999999999,11.9,15.6,6.2999999999999998,2.5,13.9,23.800000000000001,23.600000000000001,39.358756811654523,33.555185990480105,63.578440087529501
2003,1139,66.099999999999994,12.6,10.9,5.5999999999999996,2.3999999999999999,8.1999999999999993,21.300000000000001,15.5,46.870624049245272,33.863396403087847,70.069936642305066
2003,1140,69.5,12.1,11.6,7.5,1.8,11.0,22.300000000000001,20.399999999999999,45.971692816184415,32.010172490048639,77.540502331772316
2003,1141,83.900000000000006,16.199999999999999,16.899999999999999,7.5999999999999996,4.4000000000000004,11.300000000000001,23.899999999999999,18.800000000000001,51.798668557683342,41.438406292410868,82.525161878302796
